run_name,experiment_number,alpha,seed,n_train,n_population,train_loss,population_risk,bayes_population_risk,empirical_bayes_risk,weight_norm,trace_s,top_eigenvalue,R1
experiment_1_20260308-044657,1,0.5,0,1250,5000,1.0948725658371696,1.0941872494731821,0.9310364973015884,0.9323712598624787,3.125607655441547,3.1256076554415477,0.8018486008614607,0.25654166781472937
experiment_2_20260308-044705,2,1.0,0,2500,5000,1.09392793221017,1.0911092916271998,0.9310364973015884,0.9304208606940422,2.34169468641814,2.3416946864181405,0.4431100222077704,0.18922621500480574
experiment_3_20260308-044719,3,2.0,0,5000,5000,1.0896218059953175,1.0882606850283285,0.9310364973015884,0.9264067811593232,1.7948942366664218,1.794894236666422,0.4768065568779093,0.26564604595503133
experiment_4_20260308-044745,4,3.0,0,7500,5000,1.0913856232336958,1.0899716537921114,0.9310364973015884,0.9299296826426539,1.57341498690475,1.5734149869047502,0.4349354979865805,0.2764277076336951
experiment_5_20260308-044825,5,5.0,0,12500,5000,1.0914913958291295,1.0901422051715388,0.9310364973015884,0.9291519955213753,1.4922794962373342,1.4922794962373345,0.32362975672940164,0.21686939849097214
