run_name,experiment_number,alpha,seed,n_train,n_population,train_loss,population_risk,bayes_population_risk,empirical_bayes_risk,weight_norm,trace_s,top_eigenvalue,R1
experiment_1_20260308-030502,1,0.5,0,1250,5000,0.8519487702096711,0.8526054991428398,0.675,0.6773668761523542,0.004420510061667918,0.004420510061667918,0.00043133595496088953,0.09757605998936256
experiment_2_20260308-030509,2,1.0,0,2500,5000,0.8531061523965189,0.8483562335322247,0.675,0.6734119966296875,0.004420615124661549,0.004420615124661549,0.00043140570756400564,0.09758951987412272
experiment_3_20260308-030523,3,2.0,0,5000,5000,0.8532625997164704,0.849224222101606,0.675,0.6741579487664282,0.004420464771181666,0.004420464771181665,0.0004313803168550214,0.09758709529082078
experiment_4_20260308-030550,4,3.0,0,7500,5000,0.8484647523176969,0.847274551895215,0.675,0.67302363444799,0.004420595469778039,0.00442059546977804,0.00043145446053802705,0.09760098237617988
experiment_5_20260308-030631,5,5.0,0,12500,5000,0.849155689641089,0.8524470506627706,0.675,0.6748520782576668,0.004420436942624808,0.004420436942624807,0.0004313311844999536,0.09757659482499795
