alpha,seed,n_train,n_population,train_loss,population_risk,bayes_population_risk,empirical_bayes_risk,generalization_gap,excess_population_risk,runtime_seconds,runtime_per_step_seconds,initial_objective,final_objective,best_objective,objective_reduction,initial_train_loss_history,final_train_loss_history,best_train_loss_history,train_loss_reduction,weight_norm,trace_s,top_eigenvalue,min_eigenvalue,R1,datetime
,42,10,5000,0.2002712254494723,1.8640487693763004,0.13898342541436456,0.1902030820677246,1.663777543926828,1.725065343961936,106.4928320441395,0.01064928320441395,0.3948904671880758,0.21528047710905632,0.2152804771090563,0.17960999007901948,0.3909106797118057,0.2002712254494723,0.20026958604206055,0.19063945426233342,7.5046258297920385,7.50462582979204,7.504625829792031,-1.6518702361088475e-15,0.9999999999999987,20260318-204012
,42,50,5000,0.2151676757592216,1.3636658579557006,0.13898342541436456,0.19020213345474468,1.148498182196479,1.2246824325413361,127.94964473694563,0.012794964473694563,0.3730601107921146,0.2637672159089155,0.2637672159089155,0.1092928948831991,0.3694552747523819,0.2151676757592216,0.21515592153211638,0.15428759899316027,24.299770060226987,24.299770060226976,14.692811374980241,-1.336456715640411e-15,0.6046481649235409,20260318-204032
,42,100,5000,0.24654588710361316,0.9649549233117403,0.13898342541436456,0.19012401206654797,0.7184090362081271,0.8259714978973757,134.31192686781287,0.013431192686781288,0.3723996336845858,0.29891320821510836,0.2989132082149011,0.07348642546947742,0.3688394958049363,0.24654588710361316,0.2465412362036869,0.12229360870132314,26.18366055619483,26.183660556194834,15.194416414030316,-1.9816664542111797e-15,0.580301458668102,20260318-204043
,42,150,5000,0.280681918639254,0.5888488916839678,0.13898342541436456,0.19013710714875814,0.3081669730447138,0.4498654662696032,156.79685972817242,0.015679685972817242,0.37069993965333736,0.32093389181495197,0.32093389181495197,0.0497660478383854,0.36714660277905753,0.280681918639254,0.28068189770655744,0.08646468413980352,20.125986587534083,20.125986587534086,10.648585440212432,-2.9645298597034925e-15,0.5290963200188209,20260318-204043
,42,200,5000,0.29236103439401423,0.46857981319887093,0.13898342541436456,0.19012490304784332,0.1762187788048567,0.3295963877845064,175.3257238510996,0.01753257238510996,0.3681854376291213,0.32735599188979825,0.32735599155723927,0.04082944573932307,0.3646761184298276,0.29236103439401423,0.2923529830656176,0.07231508403581338,17.497478914708903,17.497478914708903,8.86024572598082,-4.2707604673613904e-16,0.5063727048433606,20260318-204049
,42,250,5000,0.3068916157938986,0.3875558807204176,0.13898342541436456,0.19020066026612092,0.08066426492651896,0.24857245530605301,252.49289320968091,0.02524928932096809,0.3675342939991934,0.3340668071329246,0.3340668071157229,0.033467486866268825,0.36403401234626304,0.3068916157938986,0.306891599928417,0.057142396552364416,13.587595670027248,13.587595670027245,6.219502245788457,-5.475094052207569e-16,0.45773383288906644,20260318-204108
,42,300,5000,0.31262852027968185,0.3666212353186414,0.13898342541436456,0.19017372131566382,0.05399271503895953,0.22763780990427682,229.40066114626825,0.022940066114626824,0.3680340351088888,0.3365795877324337,0.3365795877272567,0.03145444737645514,0.36453520202567236,0.31262852027968185,0.3126216253335625,0.0519066817459905,11.97553372731931,11.97553372731931,5.1375866339972704,-7.843557275985209e-16,0.42900690282196763,20260318-204127
,42,400,5000,0.32315846574818524,0.3482106412858475,0.13898342541436456,0.1902252721507556,0.025052175537662258,0.20922721587148294,347.623607929796,0.0347623607929796,0.3686707322719028,0.3408947265773473,0.34089472639836144,0.02777600569455546,0.3651751422726513,0.32315846574818524,0.32315608288933084,0.04201667652446606,8.868130470998508,8.868130470998508,2.9562933761290306,-2.9674674768254156e-16,0.3333615112900077,20260318-204135
,42,500,5000,0.3274022432776718,0.34437654044798,0.13898342541436456,0.19014656361087565,0.016974297170308184,0.20539311503361543,406.31284251622856,0.04063128425162286,0.3686060309057679,0.3429695139482843,0.3429695139461409,0.02563651695748359,0.36512584724580316,0.3274022432776718,0.32739572321579,0.03772360396813135,7.783635336597372,7.783635336597374,1.896800656664662,-1.5110251079645492e-16,0.24369084298518157,20260318-204135
,42,750,5000,0.3307392755196764,0.3421431089775118,0.13898342541436456,0.19017950835212072,0.01140383345783541,0.20315968356314726,418.4702619202435,0.04184702619202435,0.3677746987999638,0.34487487321105265,0.34487487267366723,0.022899825588911127,0.36430529865669564,0.3307392755196764,0.3307390094840595,0.03356602313701923,7.067798832023476,7.067798832023481,1.0196476441855449,-8.530813241607757e-17,0.14426664771012224,20260318-204138
,42,1000,5000,0.3317597871680042,0.3418378398507347,0.13898342541436456,0.1902308807492078,0.010078052682730487,0.20285441443637012,519.9537603538483,0.05199537603538484,0.3672947996226126,0.345863894112845,0.34586389256645045,0.02143090550976756,0.36384256299965656,0.3317597871680042,0.3317564559650482,0.032082775831652366,7.052053677046047,7.0520536770460485,0.947121411950532,-6.903680857892201e-17,0.1343043396044116,20260318-204140
,42,1250,5000,0.3324034353951066,0.3415772635178153,0.13898342541436456,0.19031118500163474,0.009173828122708727,0.20259383810345075,775.6045688185841,0.0775604568818584,0.36746172743378824,0.34675374860159736,0.3467537426306241,0.020707978832190888,0.3640110206136325,0.3324034353951066,0.3323927222281084,0.03160758521852591,7.175156583708482,7.175156583708483,0.9260096946948007,-6.252482444111485e-17,0.12905776813252373,20260318-204219
,42,1500,5000,0.3329326493677075,0.34104810780141315,0.13898342541436456,0.19017773592100554,0.008115458433705647,0.20206468238704858,886.4867762364447,0.08864867762364446,0.36764188260934777,0.34749082369013196,0.3474906222839511,0.020151058919215814,0.3641865186083477,0.3329326493677075,0.33291875148375055,0.03125386924064022,7.279097117292436,7.279097117292439,0.9271045996605587,-2.0852779580990432e-18,0.12736532906781825,20260318-204219
,42,2000,5000,0.3335419803949402,0.34034784717559324,0.13898342541436456,0.1901941190016802,0.006805866780653036,0.20136442176122868,882.6849724818021,0.08826849724818021,0.36782168756255523,0.34844109974689547,0.34844105800590003,0.019380587815659767,0.36436102286386335,0.3335419803949402,0.33352106341535886,0.03081904246892314,7.449560257050158,7.449560257050159,0.7989709473981103,-3.631796600600269e-17,0.10725075304169472,20260318-204241
,42,2500,5000,0.3334576825072404,0.3407778843585332,0.13898342541436456,0.19020668457875012,0.007320201851292785,0.20179445894416861,1081.5455210469663,0.10815455210469663,0.3670583498416284,0.34847647430083,0.3484764439462627,0.018581875540798376,0.363602359775279,0.3334576825072404,0.3334429213990627,0.0301446772680386,7.50940008272448,7.509400082724478,0.773505947070575,-3.835052001769017e-17,0.1030050255079684,20260318-204241
,42,3000,5000,0.3336672348952361,0.3411674458277685,0.13898342541436456,0.1901802586187834,0.007500210932532392,0.20218402041340391,1420.435211861506,0.1420435211861506,0.36667613245635217,0.3487375104238184,0.34873750139334825,0.01793862203253377,0.36322634966426853,0.3336672348952361,0.33365469151570154,0.029559114769032446,7.535139012685146,7.535139012685147,0.7405372885136247,-7.091339082743058e-17,0.09827785356938412,20260318-204255
,42,4000,5000,0.3341893825990015,0.34144149297581644,0.13898342541436456,0.19023390413091884,0.007252110376814946,0.20245806756145188,1841.7727032713592,0.18417727032713593,0.36658966440600144,0.34941804083215366,0.34941803700894375,0.017171623573847772,0.3631400360340791,0.3341893825990015,0.3341736988703205,0.028950653435077578,7.614329252796368,7.614329252796369,0.7165072267821001,-4.7219407676483766e-17,0.09409984819332082,20260318-204255
,42,5000,5000,0.33496649341152324,0.34089992638960737,0.13898342541436456,0.1900750305747361,0.00593343297808413,0.2019165009752428,2213.383916882798,0.22133839168827982,0.36694346801216793,0.3503027079079513,0.35030260792463985,0.016640760104216612,0.3634939597754206,0.33496649341152324,0.33494794055794047,0.028527466363897358,7.668092734172983,7.668092734172983,0.6712204080117113,-1.9192894878675134e-17,0.08753420586848233,20260318-204309
,42,6000,5000,0.33556579487776717,0.34083213162432996,0.13898342541436456,0.19001022077411733,0.005266336746562794,0.2018487062099654,2554.610739156604,0.25546107391566036,0.36722794981814605,0.3509475188904418,0.3509474594899664,0.01628043092770426,0.36377729911725265,0.33556579487776717,0.33554247814693583,0.028211504239485485,7.690861566061994,7.690861566061994,0.6375062917171593,-1.3373166700153974e-17,0.08289140120923878,20260318-204312
,42,7000,5000,0.3357606023782719,0.3409966235185779,0.13898342541436456,0.19001132890771197,0.005236021140306024,0.20201319810421334,2937.404643861577,0.2937404643861577,0.3671644094461602,0.35120529685976243,0.35120528651953425,0.01595911258639776,0.36371372568177407,0.3357606023782719,0.3357420384974022,0.027953123303502192,7.722347140292178,7.722347140292177,0.6222637864462357,-6.347208691926056e-17,0.08057961849442216,20260318-204338
,42,8000,5000,0.33626019154592085,0.34048187514205924,0.13898342541436456,0.19006381342747244,0.0042216835961383925,0.20149844972769468,3233.588309785351,0.32335883097853513,0.3675392609097553,0.3517861780260891,0.3517861385421036,0.015753082883666225,0.36408497783611626,0.33626019154592085,0.3362415581058186,0.027824786290195413,7.762994549519269,7.762994549519269,0.5763156366655556,-2.4708541130299894e-17,0.07423883051692269,20260318-204404
,42,9000,5000,0.33657207963153585,0.3402126608866267,0.13898342541436456,0.19026279794464465,0.003640581255090869,0.20122923547226215,3958.6782480496913,0.3958678248049691,0.3677567307233353,0.35216096809193104,0.35216093861061626,0.015595762631404275,0.36430015909703783,0.33657207963153585,0.3365523133878464,0.027728079465501987,7.794448131465332,7.794448131465334,0.5579745027213108,-3.2569685439038096e-17,0.07158614610171422,20260318-204414
,42,10000,5000,0.3365985193984843,0.3401077955758842,0.13898342541436456,0.19037751393178945,0.0035092761773999337,0.20112437016151966,3965.6285281125456,0.3965628528112546,0.36766004816012077,0.3522255784267082,0.3522255453379608,0.015434469733412559,0.36420249213736045,0.3365985193984843,0.3365786961278471,0.02760397273887616,7.813531400381105,7.813531400381105,0.5267805368549774,-1.515631356754549e-17,0.06741900811063273,20260318-204414
