run_name,experiment_number,alpha,seed,n_train,n_population,train_loss,population_risk,bayes_population_risk,empirical_bayes_risk,generalization_gap,excess_population_risk,runtime_seconds,runtime_per_step_seconds,initial_objective,final_objective,best_objective,objective_reduction,initial_train_loss_history,final_train_loss_history,best_train_loss_history,train_loss_reduction,weight_norm,trace_s,top_eigenvalue,min_eigenvalue,R1
experiment_1_20260313-105153,1,0.5,0,1250,5000,0.8423530942887164,0.851083111738052,0.66,0.6596827905453209,0.008730017449335548,0.19108311173805193,23.551787583041005,0.023551787583041005,0.8683124536089208,0.8429869646421272,0.8429869646421272,0.025325488966793652,0.8650908025016008,0.8423530942887164,0.8423530942887164,0.022737708212884344,1.2663973669967519,1.2663973669967516,0.26559716497484354,4.482807364068745e-10,0.20972656126465627
experiment_2_20260313-105217,2,1.0,0,2500,5000,0.8406252562437152,0.8452987916336308,0.66,0.6587840184498182,0.004673535389915551,0.18529879163363072,41.993975042016245,0.04199397504201625,0.8602270979622869,0.8411428107229703,0.8411428107229703,0.019084287239316655,0.8571539155693888,0.8406252562437152,0.8406252562437152,0.0165286593256736,1.0340236755821701,1.0340236755821701,0.18285932594089915,2.224291492301836e-09,0.17684249428616494
experiment_3_20260313-105300,3,2.0,0,5000,5000,0.846510720396093,0.8462798142965458,0.66,0.6601247920553202,-0.0002309060995472345,0.18627981429654572,72.53757712501101,0.07253757712501101,0.8651894845625359,0.8469657669842647,0.8469657669842647,0.018223717578271126,0.8620764592950815,0.846510720396093,0.846510720396093,0.01556573889898849,0.9091555191183619,0.9091555191183619,0.14196190380446738,3.028580060574039e-10,0.15614699665699935
experiment_4_20260313-105413,4,3.0,0,7500,5000,0.8467480180233646,0.8407229526354065,0.66,0.6562527752992612,-0.006025065387958106,0.1807229526354065,116.1338374579791,0.1161338374579791,0.8655999016206419,0.84719052927734,0.84719052927734,0.018409372343301977,0.8623818144031213,0.8467480180233646,0.8467480180233646,0.015633796379756704,0.88416185349164,0.88416185349164,0.12935856659492515,2.2486630343250243e-10,0.14630643256557124
experiment_5_20260313-105610,5,5.0,0,12500,5000,0.8468924314508943,0.8453003659694518,0.66,0.657599225794865,-0.0015920654814425284,0.18530036596945176,196.61088666704018,0.19661088666704019,0.8645649655163107,0.8473058697185365,0.8473058697185365,0.017259095797774182,0.8614183897632888,0.8468924314508943,0.8468924314508943,0.014525958312394449,0.8261084046507757,0.8261084046507758,0.11045760023514506,4.076884325527112e-10,0.13370836032329103
