alpha,seed,n_train,n_population,train_loss,population_risk,bayes_population_risk,empirical_bayes_risk,generalization_gap,excess_population_risk,ridge_train_loss,ridge_population_risk,ridge_generalization_gap,ridge_excess_population_risk,pca_train_loss,pca_population_risk,pca_generalization_gap,pca_excess_population_risk,pca_n_components,runtime_seconds,runtime_per_step_seconds,initial_objective,final_objective,best_objective,objective_reduction,initial_train_loss_history,final_train_loss_history,best_train_loss_history,train_loss_reduction,weight_norm,trace_s,top_eigenvalue,min_eigenvalue,R1,effective_rank,datetime
,42,10,5000,0.11191683646037258,1.2601006113378677,0.12197790055248611,0.12188179655829262,1.148183774877495,1.1381227107853815,,,,,,,,,,31.085190545767546,0.006217038109153509,0.27061175140078714,0.12605923195556665,0.12605923195556665,0.1445525194452205,0.26965369813442475,0.11191683646037258,0.11191683646037258,0.15773686167405215,28.284420479894994,28.28442047989499,21.110426026038464,8.152639303390131e-10,0.7463623319079169,2.1059733380065104,20260331-202248
,42,20,5000,0.1369768915457234,1.1787919406221818,0.12197790055248611,0.12147476786753891,1.0418150490764584,1.0568140400696957,,,,,,,,,,30.745821533724666,0.006149164306744933,0.33483553030616203,0.15518088072959793,0.15518088072959793,0.1796546495765641,0.3341100605142889,0.1369768915457234,0.1369768915457234,0.19713316896856548,36.407705467349075,36.407705467349075,23.523152567498993,1.589673069037791e-08,0.6461036823261185,2.7892668807250693,20260331-202259
,42,30,5000,0.15359803896212945,0.8182565545020533,0.12197790055248611,0.12243414799493449,0.6646585155399238,0.6962786539495671,,,,,,,,,,27.990795488469303,0.005598159097693861,0.3515367349612667,0.17998438531585736,0.17998438531585736,0.17155234964540933,0.3508286174627638,0.15359803896212945,0.15359803896212945,0.19723057850063433,52.77253610889063,52.772536108890634,39.816632813102146,9.190225430039721e-11,0.7544953445281595,2.3244816243527753,20260331-202318
,42,40,5000,0.18275467283915922,0.8580831534492173,0.12197790055248611,0.12234541129129092,0.675328480610058,0.7361052528967311,,,,,,,,,,26.67400844208896,0.0053348016884177925,0.3336012709981181,0.2089737207453743,0.2089737207453743,0.1246275502527438,0.3327363555076703,0.18275467283915922,0.18275467283915922,0.14998168266851106,52.437834553441505,52.43783455344152,31.608790062368186,6.747413853353626e-11,0.6027859527676415,3.301994989361461,20260331-202319
,42,50,5000,0.1915821003997982,0.6344785001201348,0.12197790055248611,0.12268250199824049,0.4428963997203367,0.5125005995676487,,,,,,,,,,30.614701787009835,0.006122940357401967,0.3221133494120758,0.21067062255263136,0.21067062255263136,0.11144272685944445,0.3213905455038035,0.1915821003997982,0.1915821003997982,0.12980844510400533,38.17688503346499,38.17688503346499,22.250892876258,5.297982386890245e-11,0.5828367834817678,3.41423105885278,20260331-202318
,42,60,5000,0.2278596834566222,0.7030124634613437,0.12197790055248611,0.12239626414147108,0.4751527800047215,0.5810345629088576,,,,,,,,,,38.86407529003918,0.007772815058007836,0.3511605128752,0.24797514781658245,0.24797514781658245,0.10318536505861756,0.3504432927675687,0.2278596834566222,0.2278596834566222,0.1225836093109465,40.23070187930112,40.230701879301115,25.205881319128828,3.293233901693153e-11,0.6265334717438118,3.445405845528795,20260331-202315
,42,70,5000,0.23662561617584074,0.4999600739542446,0.12197790055248611,0.12185757678625228,0.2633344577784038,0.37798217340175844,,,,,,,,,,31.155857861042023,0.0062311715722084045,0.3474858754383272,0.25278556263535007,0.25278556263535007,0.09470031280297714,0.34670357894766357,0.23662561617584074,0.23662561617584074,0.11007796277182283,32.319836490703096,32.319836490703096,22.806064736466183,2.969512499465948e-11,0.7056367609726744,2.8630760421224375,20260331-202318
,42,80,5000,0.21631022393161362,0.46025339742311255,0.12197790055248611,0.12281711042836248,0.24394317349149894,0.3382754968706264,,,,,,,,,,41.123887268826365,0.008224777453765273,0.33099327496439296,0.23135818136185615,0.23135818136185615,0.0996350936025368,0.3300900546107582,0.21631022393161362,0.21631022393161362,0.11377983067914457,30.09584711905858,30.09584711905858,20.78787926505835,9.06979924248417e-12,0.6907225167253779,2.9768677452240015,20260331-202330
,42,90,5000,0.2642486056371127,0.5410635859706158,0.12197790055248611,0.12204071794585276,0.27681498033350305,0.4190856854181296,,,,,,,,,,41.87507255934179,0.008375014511868357,0.3470072910726463,0.28114035603757775,0.28114035603757775,0.06586693503506852,0.34625478069970644,0.2642486056371127,0.2642486056371127,0.08200617506259372,33.783394747464314,33.78339474746431,16.802637193072574,4.2946742911762296e-10,0.4973637882952462,4.734306427559726,20260331-202335
,42,100,5000,0.26217899545988155,0.40921165865340925,0.12197790055248611,0.12306260458951092,0.1470326631935277,0.2872337581009231,,,,,,,,,,45.42648760601878,0.009085297521203756,0.334845419545342,0.27458520545923226,0.27458520545923226,0.060260214086109765,0.33406315143373716,0.26217899545988155,0.26217899545988155,0.07188415597385561,24.81238193324218,24.812381933242172,16.11887698737523,1.1768748888675088e-11,0.649630375299846,3.4282965047085914,20260331-202339
,42,125,5000,0.2901840677680855,0.40649677034477105,0.12197790055248611,0.12261158512689503,0.11631270257668558,0.2845188697922849,,,,,,,,,,48.17435347661376,0.009634870695322753,0.34130844988133163,0.3020957524188566,0.3020957524188566,0.03921269746247502,0.340569338053257,0.2901840677680855,0.2901840677680855,0.050385270285171535,23.823344536204168,23.82334453620417,12.806410729303074,2.2048679255183523e-12,0.5375572145145807,4.282845571965509,20260331-202339
