n_train,num_eigs,min_eig,max_eig,mean_eig,median_eig,std_eig,trace,top_eigenvalue,R1,effective_rank
10,50,1.754641433064649e-11,28.257766451718787,0.719377909329062,0.00041570753132091063,3.987817818203823,35.9688954664531,28.257766451718787,0.7856167415002719,2.201798486934576
20,50,4.382524867016878e-10,26.048879916071108,0.8276328044346092,0.0002518690003253263,3.860344437665369,41.38164022173046,26.048879916071108,0.629479154922241,3.0008710957930496
30,50,2.4306281271222704e-10,26.81252427566797,0.7691719311853248,4.618486950507867e-05,3.868802863936306,38.45859655926624,26.81252427566797,0.6971789580087456,2.5281319371972737
40,50,2.349683343017539e-14,15.298684676341885,0.5937845660149861,2.087860246764882e-05,2.37939470988416,29.689228300749303,15.298684676341885,0.5152941168213447,3.926024504347522
50,50,4.103913297558859e-11,6.599593851039923,0.34052873662643096,5.00247574362907e-06,1.320318296894887,17.026436831321547,6.599593851039923,0.38760862982790506,3.598302756013736
60,50,2.904808732014278e-12,5.197501864939977,0.2614766951095399,1.022492751933203e-06,0.8929689126811735,13.073834755476994,5.197501864939977,0.3975499126423178,4.715127808175947
70,50,8.998679927621211e-15,4.406784226941366,0.187891952411989,1.3033515449041832e-07,0.7631701526096754,9.39459762059945,4.406784226941366,0.4690764208228195,3.320689778952471
80,50,2.117517276972513e-12,5.513635946183605,0.2158596044961281,3.8661060979012623e-07,0.9300306238871463,10.792980224806405,5.513635946183605,0.5108538912645422,2.9447351527841077
90,50,1.0300331375577408e-11,3.213018063932192,0.20423806975431016,2.3432097682285827e-07,0.6672627640215272,10.211903487715508,3.213018063932192,0.3146345897018433,4.8134568215757
100,50,1.3851399053713287e-13,5.450018320889292,0.1696574550797458,3.9530395082233956e-08,0.8030408421235273,8.48287275398729,5.450018320889292,0.642473190267715,2.7264757889395925
125,50,9.259421893968879e-14,3.1860872283968384,0.1454776970836069,7.807813285188164e-09,0.5653803308801046,7.273884854180344,3.1860872283968384,0.43801727581180716,3.546748822984721
150,50,4.9077129211954604e-17,3.0231124419749777,0.14842334426339682,2.2096700479344584e-09,0.5535412258069377,7.421167213169841,3.0231124419749777,0.40736347196301753,3.6672379096209284
175,50,5.5449168274913e-15,2.9263951908583135,0.12711309716089067,3.6881724398862927e-09,0.4998968823710125,6.355654858044534,2.9263951908583135,0.4604396016178084,3.4333435652681477
200,50,1.0556625843441241e-14,2.6626670235535084,0.12024756733138454,5.649851790027138e-09,0.4869848760747564,6.012378366569227,2.6626670235535084,0.44286418139596806,3.1703212105679723
250,50,1.419615196722034e-14,2.2550360732452317,0.10930635575520299,4.0715033877517825e-09,0.41029035476802744,5.465317787760149,2.2550360732452317,0.41260840829704304,3.626294018464351
300,50,3.908909623661673e-14,2.413752454971922,0.10137908653347848,2.3443250780114387e-09,0.4244992019539545,5.068954326673924,2.413752454971922,0.47618350835600143,2.8587162148145686
400,50,9.27049645306769e-16,2.0699139941402405,0.0712514891331207,8.730729369141613e-11,0.32550548864121476,3.562574456656035,2.0699139941402405,0.581016346275367,2.567601717497936
500,50,8.840854517252791e-16,1.7243705411471533,0.06487081228973283,1.6833863914240918e-10,0.26939625467377365,3.243540614486642,1.7243705411471533,0.5316321717833865,3.2981201678017116
750,50,-2.2671108565451215e-17,1.327276726366485,0.05729129448072338,5.7600161833201514e-11,0.23876666012479186,2.864564724036169,1.327276726366485,0.46334324905612656,2.852405096900586
1000,50,-1.7149952749876542e-16,0.8864098527544736,0.03160610154300183,1.235211351123599e-16,0.15602984854395777,1.5803050771500913,0.8864098527544736,0.5609105897153843,1.9851786073557647
1250,50,-2.897384127830985e-17,0.8755403583380548,0.03570299714233837,2.3308325057718512e-14,0.15127065537256776,1.7851498571169186,0.8755403583380548,0.4904576245223939,2.798819163468693
1500,50,1.2633601869926313e-17,1.2100734370285462,0.04086314088630629,1.516368875580876e-11,0.18602927285176768,2.0431570443153144,1.2100734370285462,0.5922566943130189,2.609385833648819
1750,50,6.476591534086955e-16,1.1641868180410695,0.028574902589584842,1.0035919490840016e-12,0.16570992729001507,1.4287451294792421,1.1641868180410695,0.8148316967249432,1.7080266857266333
2000,50,-2.225228404482591e-18,0.9557547509555997,0.029625960161409663,7.394556778215035e-13,0.1430684352203679,1.4812980080704832,0.9557547509555997,0.6452143631790551,2.402690559838208
2500,50,2.769308333857264e-17,1.074301794414572,0.026657006088830835,2.4352346416008544e-13,0.15225413490653755,1.3328503044415418,1.074301794414572,0.8060183434213188,1.8316553949710885
5000,50,3.1662109609469073e-17,0.5618183691830496,0.015365075219385882,1.2346000784443878e-11,0.08313916425639391,0.7682537609692941,0.5618183691830496,0.7312927026536283,1.8170703346713892
