n_train,num_eigs,min_eig,max_eig,mean_eig,median_eig,std_eig,trace,top_eigenvalue,R1,effective_rank
10,200,1.0462012450856417e-14,14.103156132115654,0.07323662922147202,1.1697208450404945e-09,0.995205204823339,14.647325844294404,14.103156132115654,0.9628485282594624,1.1828739027321942
20,200,1.300524809874867e-15,21.532833259696734,0.11245075448118272,4.066368292423829e-09,1.5198935162309948,22.490150896236543,21.532833259696734,0.9574339166972862,1.1977536639967743
30,200,1.8714060785758775e-16,24.98922476960058,0.13691234099985938,2.024169587499934e-09,1.769636485161668,27.382468199971875,24.98922476960058,0.9125994262864239,1.352842751495735
40,200,1.87793063262342e-15,32.264610302635674,0.1947157077458122,7.006402383322293e-09,2.3048238559358754,38.94314154916244,32.264610302635674,0.8285055858142394,1.7797250613016626
50,200,1.6513430404639772e-14,35.00472076860694,0.20275340348651558,6.609595787494258e-09,2.4807668977738264,40.550680697303115,35.00472076860694,0.8632338635670542,1.691891628096382
60,200,1.3414546294014494e-16,34.98217735146278,0.21503566643970526,9.406798813522012e-09,2.4945443686917215,43.00713328794105,34.98217735146278,0.8134040722326307,1.9202703449537055
70,200,6.05847363922836e-16,35.37277850617684,0.21117234913732055,1.6585613307097804e-09,2.514467910496876,42.23446982746411,35.37277850617684,0.8375333856606088,1.7999935111912646
80,200,2.396631726864593e-15,36.11037901896984,0.21426623814391377,1.877922023358308e-09,2.5669400042240853,42.85324762878275,36.11037901896984,0.8426520979641223,1.7484380861506332
90,200,1.1240186917558001e-13,37.69531031072591,0.23058736345110803,2.8853939971253646e-07,2.6819000977281484,46.117472690221604,37.69531031072591,0.8173758905638933,1.9585663322432643
100,200,3.4580932953691046e-16,38.35618962142992,0.2312871530442081,2.2622503088913646e-09,2.733227505176387,46.257430608841624,38.35618962142992,0.8291897997053588,1.8058093932803188
125,200,6.149506044905786e-16,37.47497459131637,0.21686170268897978,1.3438675234546172e-09,2.6550727441882747,43.37234053779596,37.47497459131637,0.8640293359003661,1.7004351200572474
150,200,5.740611852312957e-16,36.91514447872589,0.21527764485510745,7.983616464645698e-10,2.614012917981033,43.05552897102149,36.91514447872589,0.8573845301859285,1.8011650620239217
175,200,2.5551984608804255e-16,29.644826389888266,0.1760215582938355,5.462563063117806e-10,2.102974862194475,35.204311658767104,29.644826389888266,0.8420794213286561,1.834726067913209
200,200,5.262787810256535e-16,27.399377457038078,0.1608257407640746,3.6065725839137976e-10,1.9434164281501545,32.16514815281492,27.399377457038078,0.8518343309617317,1.766972817989996
250,200,-2.2403176863060096e-17,21.44388231969672,0.11132004243754652,1.665889572433428e-11,1.512863849751114,22.264008487509305,21.44388231969672,0.9631635889703914,1.2028919541352938
300,200,-4.147239013077475e-17,15.152763801980196,0.07580189994462402,1.7388935874243135e-12,1.068777627099846,15.160379988924804,15.152763801980196,0.9994976255905081,1.0043277068525864
400,200,-2.883874589552657e-15,10.821060528454367,0.05410530264227217,5.290373808042884e-18,0.7632492194744477,10.821060528454433,10.821060528454367,0.9999999999999939,1.0
500,200,-3.449676390596813e-15,9.715757500196005,0.04857878750101935,1.5339912447484807e-18,0.6852881294886156,9.71575750020387,9.715757500196005,0.9999999999991906,1.0000000000224354
750,200,-2.1002353867378373e-15,5.258418670203541,0.026292093351017717,9.499646130619029e-20,0.37089561925553577,5.258418670203543,5.258418670203541,0.9999999999999997,1.0
1000,200,4.629334007898998e-16,3.525690755396198,0.01762845382807114,1.5248526296984938e-11,0.248679943157993,3.5256907656142285,3.525690755396198,0.9999999971018358,1.0000000703940048
1250,200,-9.36407462073515e-16,3.3883584850759663,0.01694179242537983,1.2953557446245064e-20,0.23899339276713658,3.388358485075966,3.3883584850759663,1.0000000000000002,1.0
1500,200,-9.17928048196806e-16,2.6370886903853408,0.013185443451926704,1.4757301331774653e-20,0.18600356955114436,2.6370886903853408,2.6370886903853408,1.0,1.0
1750,200,-2.3338607131757713e-16,2.3071533448469324,0.0115357667242358,3.976258988686416e-16,0.16273201550179345,2.3071533448471597,2.3071533448469324,0.9999999999999014,1.0
2000,200,-2.1622999614213682e-16,1.757932287826934,0.008789661439135333,2.848865191812048e-16,0.12399343327252278,1.7579322878270667,1.757932287826934,0.9999999999999245,1.0
2500,200,-3.6637543152984356e-16,1.5568074089099149,0.007784037044549572,6.185314654644261e-20,0.10980735544339953,1.5568074089099144,1.5568074089099149,1.0000000000000002,1.0
5000,200,-3.1993840992827215e-16,0.9137804594315703,0.004568902297157851,1.7212965149791985e-20,0.06445229842289478,0.9137804594315702,0.9137804594315703,1.0000000000000002,1.0
