alpha,seed,T,d,r,beta,lambda_reg,covariance_type,rho,length_scale,eta,mask_value,n_steps,learning_rate,n_population_config,n_train,n_population,train_loss,population_risk,bayes_population_risk,empirical_bayes_risk,weight_norm,trace_s,top_eigenvalue,R1
2.0,0,6,50,50,10.0,0.0,tridiagonal,0.2,,,1.0,500,0.001,5000,5000,5000,1.0898820149214057,1.088262524667487,0.9310364973015884,0.9264067811593232,0.1975811535984478,0.1975811535984479,0.0253167852907148,0.1281336039881981
3.0,0,6,50,50,10.0,0.0,tridiagonal,0.2,,,1.0,500,0.001,5000,7500,5000,1.0915928330324902,1.08998043336443,0.9310364973015884,0.929929682642654,0.1791167643700236,0.1791167643700236,0.0250590999064348,0.1399037102672711
5.0,0,6,50,50,10.0,0.0,tridiagonal,0.2,,,1.0,500,0.001,5000,12500,5000,1.0916603104822309,1.0901374209288737,0.9310364973015884,0.9291519955213752,0.1643242448649846,0.1643242448649846,0.0175600613556491,0.1068622671601335
0.5,0,4,50,50,10.0,0.0,tridiagonal,0.5,,,1.0,500,0.001,5000,1250,5000,0.9454359164562538,0.9683407578137088,0.5208333333333334,0.522889729157922,0.9497000640196436,0.9497000640196436,0.1449233727249668,0.1525990975630483
1.0,0,4,50,50,10.0,0.0,tridiagonal,0.5,,,1.0,500,0.001,5000,2500,5000,0.9539579828537996,0.9600423551529842,0.5208333333333334,0.5198185546926212,0.7725007997141033,0.7725007997141031,0.1001525014673508,0.1296471168760168
2.0,0,4,50,50,10.0,0.0,tridiagonal,0.5,,,1.0,500,0.001,5000,5000,5000,0.958717818670506,0.9569928392200382,0.5208333333333334,0.5203553308622908,0.5975776374323536,0.5975776374323537,0.0693270652078277,0.116013486558348
3.0,0,4,50,50,10.0,0.0,tridiagonal,0.5,,,1.0,500,0.001,5000,7500,5000,0.9535165069520172,0.9538476272143022,0.5208333333333334,0.5187484564010704,0.5747148593401558,0.5747148593401558,0.0651129582336901,0.1132961105415787
5.0,0,4,50,50,10.0,0.0,tridiagonal,0.5,,,1.0,500,0.001,5000,12500,5000,0.955055996598942,0.960365507981916,0.5208333333333334,0.5204079413372245,0.5403698493294428,0.5403698493294428,0.0495840905997388,0.091759543322539
0.5,0,6,50,50,10.0,0.0,tridiagonal,0.5,,,1.0,500,0.001,5000,1250,5000,0.9810938995661636,0.9868267426329528,0.4083333333333334,0.4094852715378921,0.613340259640267,0.613340259640267,0.115886552783532,0.1889433327782871
1.0,0,6,50,50,10.0,0.0,tridiagonal,0.5,,,1.0,500,0.001,5000,2500,5000,0.9799443079735972,0.978621911706671,0.4083333333333334,0.4086135571557748,0.4800543700175801,0.48005437001758,0.078401938084425,0.1633188717385364
2.0,0,6,50,50,10.0,0.0,tridiagonal,0.5,,,1.0,500,0.001,5000,5000,5000,0.9764131392698971,0.976769921589736,0.4083333333333334,0.4070527959532702,0.4188581590047786,0.4188581590047786,0.0606323753997203,0.1447563431587079
3.0,0,6,50,50,10.0,0.0,tridiagonal,0.5,,,1.0,500,0.001,5000,7500,5000,0.9782301759077534,0.9783142644046948,0.4083333333333334,0.4081886246491627,0.3716733679763531,0.3716733679763531,0.0680291987817255,0.18303490280222
5.0,0,6,50,50,10.0,0.0,tridiagonal,0.5,,,1.0,500,0.001,5000,12500,5000,0.9801763673444,0.9783277486439904,0.4083333333333334,0.4083752142397848,0.3334956660046388,0.3334956660046388,0.0389045889583164,0.1166569551694721
0.5,0,4,50,50,10.0,0.1,identity,,,,1.0,500,0.001,5000,1250,5000,1.254552473838832,1.2519117208506865,1.0,1.004254533038861,0.0044542331570914,0.0044542331570914,0.0004409238795751,0.0989898516814665
1.0,0,4,50,50,10.0,0.1,identity,,,,1.0,500,0.001,5000,2500,5000,1.2492618819551096,1.2473086933948976,1.0,0.9963076447657666,0.0044542216500437,0.0044542216500437,0.0004408885330004,0.0989821718899312
2.0,0,4,50,50,10.0,0.1,identity,,,,1.0,500,0.001,5000,5000,5000,1.2525247562344968,1.2497265971803482,1.0,0.9972684929503474,0.0044520468809956,0.0044520468809956,0.0004403173914221,0.0989022360258008
3.0,0,4,50,50,10.0,0.1,identity,,,,1.0,500,0.001,5000,7500,5000,1.2471704772553756,1.2476415125292044,1.0,0.9985303675510312,0.0044523958107328,0.0044523958107328,0.0004407785169727,0.0989980531178892
5.0,0,4,50,50,10.0,0.1,identity,,,,1.0,500,0.001,5000,12500,5000,1.248354953616806,1.2523177821672846,1.0,0.9988698818985596,0.0044517698736932,0.0044517698736932,0.0004397977017746,0.0987916523658363
0.5,0,6,50,50,10.0,0.1,identity,,,,1.0,500,0.001,5000,1250,5000,1.1697056024122754,1.166209894783363,1.0,1.0015095991542753,0.004446807295762,0.004446807295762,0.0004394062689655,0.0988138769549002
1.0,0,6,50,50,10.0,0.1,identity,,,,1.0,500,0.001,5000,2500,5000,1.1688137500361726,1.1650185619184354,1.0,0.9989577489163668,0.0044456627379442,0.0044456627379442,0.0004392083338979,0.0987947938896104
2.0,0,6,50,50,10.0,0.1,identity,,,,1.0,500,0.001,5000,5000,5000,1.164474932255725,1.162199911048247,1.0,0.9946715873280612,0.0044452326182156,0.0044452326182156,0.00043928715962,0.098822085894891
3.0,0,6,50,50,10.0,0.1,identity,,,,1.0,500,0.001,5000,7500,5000,1.166190751496143,1.1637550766062494,1.0,0.9991905859282706,0.0044449261981255,0.0044449261981255,0.0004391596518643,0.0988002122621422
5.0,0,6,50,50,10.0,0.1,identity,,,,1.0,500,0.001,5000,12500,5000,1.1652140369771409,1.1640701785223166,1.0,0.9973804662927968,0.0044451528045324,0.0044451528045324,0.0004399123492611,0.0989645055199463
0.5,0,4,50,50,10.0,0.1,toeplitz,0.2,,,1.0,500,0.001,5000,1250,5000,1.1235821088522395,1.1225866684164485,0.9415384615384615,0.945308343755974,0.0044657217748464,0.0044657217748464,0.0004470088435083,0.1000977817351094
1.0,0,4,50,50,10.0,0.1,toeplitz,0.2,,,1.0,500,0.001,5000,2500,5000,1.1210578016640678,1.1178647927731622,0.9415384615384615,0.9386062792670185,0.0044655581103334,0.0044655581103334,0.0004473998517467,0.1001890112484301
2.0,0,4,50,50,10.0,0.1,toeplitz,0.2,,,1.0,500,0.001,5000,5000,5000,1.123169030906641,1.1195807319815307,0.9415384615384615,0.9397119810920324,0.0044622871584411,0.0044622871584411,0.00044705200841,0.1001845001311402
3.0,0,4,50,50,10.0,0.1,toeplitz,0.2,,,1.0,500,0.001,5000,7500,5000,1.1177910846342356,1.1173788618650793,0.9415384615384615,0.9401282476711708,0.0044639549384833,0.0044639549384833,0.0004478592838785,0.1003279132631052
5.0,0,4,50,50,10.0,0.1,toeplitz,0.2,,,1.0,500,0.001,5000,12500,5000,1.1188568821308658,1.122733023277185,0.9415384615384615,0.9408084020563688,0.0044618813767805,0.0044618813767805,0.0004465374625493,0.1000782909364524
0.5,0,6,50,50,10.0,0.1,toeplitz,0.2,,,1.0,500,0.001,5000,1250,5000,1.083472358091336,1.0790645318682843,0.9353846153846154,0.9367410645929896,0.0044490918279629,0.0044490918279629,0.0004419351270121,0.0993315364350321
1.0,0,6,50,50,10.0,0.1,toeplitz,0.2,,,1.0,500,0.001,5000,2500,5000,1.0812327201711642,1.076799680528252,0.9353846153846154,0.934791771592436,0.0044461777492868,0.0044461777492868,0.0004411270130353,0.0992148847639123
2.0,0,6,50,50,10.0,0.1,toeplitz,0.2,,,1.0,500,0.001,5000,5000,5000,1.076446261211984,1.0744382686178944,0.9353846153846154,0.930700934654486,0.0044461973755809,0.0044461973755809,0.0004417196777911,0.0993477438084735
3.0,0,6,50,50,10.0,0.1,toeplitz,0.2,,,1.0,500,0.001,5000,7500,5000,1.0782377497281248,1.0763104447388625,0.9353846153846154,0.934132262861936,0.0044459908021101,0.0044459908021101,0.0004412785116078,0.0992531319224573
5.0,0,6,50,50,10.0,0.1,toeplitz,0.2,,,1.0,500,0.001,5000,12500,5000,1.078291689954599,1.076361823247049,0.9353846153846154,0.9335338891160404,0.0044464820990247,0.0044464820990247,0.0004420065247289,0.0994058932174513
0.5,0,4,50,50,10.0,0.1,toeplitz,0.5,,,1.0,500,0.001,5000,1250,5000,0.8517930619050256,0.8524590739276322,0.675,0.6773668761523542,0.0045174956428348,0.0045174956428348,0.0004629281049699,0.102474499494905
1.0,0,4,50,50,10.0,0.1,toeplitz,0.5,,,1.0,500,0.001,5000,2500,5000,0.8529519750960886,0.848210504902418,0.675,0.6734119966296875,0.0045174595959322,0.0045174595959322,0.0004635777189737,0.1026191179199854
2.0,0,4,50,50,10.0,0.1,toeplitz,0.5,,,1.0,500,0.001,5000,5000,5000,0.8531165755511116,0.8490781732195006,0.675,0.6741579487664282,0.0045129433179274,0.0045129433179274,0.0004636472422351,0.1027372181683152
3.0,0,4,50,50,10.0,0.1,toeplitz,0.5,,,1.0,500,0.001,5000,7500,5000,0.8483164662960486,0.8471270176652335,0.675,0.67302363444799,0.0045149352993071,0.0045149352993071,0.000464408865848,0.1028605805091721
5.0,0,4,50,50,10.0,0.1,toeplitz,0.5,,,1.0,500,0.001,5000,12500,5000,0.8490119537137423,0.852299329636171,0.675,0.6748520782576668,0.0045120023902212,0.0045120023902212,0.000463054623081,0.1026273000396867
0.5,0,6,50,50,10.0,0.1,toeplitz,0.5,,,1.0,500,0.001,5000,1250,5000,0.8744793007049133,0.8688102314693202,0.65,0.6511502881237284,0.0044635412620407,0.0044635412620407,0.0004485515655652,0.1004923085129384
1.0,0,6,50,50,10.0,0.1,toeplitz,0.5,,,1.0,500,0.001,5000,2500,5000,0.8699035930827207,0.8661862633581946,0.65,0.6501232231742079,0.004457117610343,0.004457117610343,0.0004466238806966,0.1002046433911057
2.0,0,6,50,50,10.0,0.1,toeplitz,0.5,,,1.0,500,0.001,5000,5000,5000,0.8654418131126195,0.8644492588485951,0.65,0.6470999483655112,0.0044573651290644,0.0044573651290644,0.0004478267822961,0.1004689473106096
3.0,0,6,50,50,10.0,0.1,toeplitz,0.5,,,1.0,500,0.001,5000,7500,5000,0.8675989121872429,0.866901218397079,0.65,0.6485816468171962,0.0044579186510135,0.0044579186510135,0.0004476522399871,0.1004173191642639
5.0,0,6,50,50,10.0,0.1,toeplitz,0.5,,,1.0,500,0.001,5000,12500,5000,0.8692845483116428,0.8665288792774448,0.65,0.6496383140228913,0.0044586436001049,0.0044586436001049,0.000447998578746,0.1004786699559184
0.5,0,4,50,50,10.0,0.1,toeplitz,0.8,,,1.0,500,0.001,5000,1250,5000,0.463627110434965,0.4639971473784617,0.2897560975609755,0.2905873748521639,0.0046237771239247,0.0046237771239247,0.0004906742748998,0.1061197937852589
1.0,0,4,50,50,10.0,0.1,toeplitz,0.8,,,1.0,500,0.001,5000,2500,5000,0.4657749085096471,0.4615220830052043,0.2897560975609755,0.2891994571616683,0.0046205902371244,0.0046205902371244,0.0004907222219846,0.1062033629474166
2.0,0,4,50,50,10.0,0.1,toeplitz,0.8,,,1.0,500,0.001,5000,5000,5000,0.4645462457768957,0.4617041556257327,0.2897560975609755,0.2893972499642421,0.0046184754043083,0.0046184754043083,0.000491183968745,0.1063519724034524
3.0,0,4,50,50,10.0,0.1,toeplitz,0.8,,,1.0,500,0.001,5000,7500,5000,0.4616623238944209,0.4607426171883646,0.2897560975609755,0.288215164539261,0.0046191107825949,0.0046191107825949,0.0004916749524027,0.1064436372159272
5.0,0,4,50,50,10.0,0.1,toeplitz,0.8,,,1.0,500,0.001,5000,12500,5000,0.4618835293838364,0.463886326180421,0.2897560975609755,0.2898603934998214,0.0046170028849024,0.0046170028849024,0.0004909631674954,0.1063380681655822
0.5,0,6,50,50,10.0,0.1,toeplitz,0.8,,,1.0,500,0.001,5000,1250,5000,0.4873002630607263,0.4822776058255298,0.2663414634146341,0.2670365149389226,0.0045035862540742,0.0045035862540742,0.0004604431657233,0.1022392244196014
1.0,0,6,50,50,10.0,0.1,toeplitz,0.8,,,1.0,500,0.001,5000,2500,5000,0.4822031091133765,0.48092433719543,0.2663414634146341,0.2666618308565526,0.0044976994543811,0.0044976994543811,0.0004590312394344,0.1020591180202722
2.0,0,6,50,50,10.0,0.1,toeplitz,0.8,,,1.0,500,0.001,5000,5000,5000,0.4796970685776803,0.4797428081210075,0.2663414634146341,0.2653005744819174,0.0044979948048849,0.0044979948048849,0.0004601185814849,0.1022941558281152
3.0,0,6,50,50,10.0,0.1,toeplitz,0.8,,,1.0,500,0.001,5000,7500,5000,0.48153120062318,0.4820489339003248,0.2663414634146341,0.2655666133749851,0.0044989184446218,0.0044989184446218,0.0004604490516586,0.1023466100411503
5.0,0,6,50,50,10.0,0.1,toeplitz,0.8,,,1.0,500,0.001,5000,12500,5000,0.4837721870627765,0.4812676693184226,0.2663414634146341,0.2665778991212906,0.0044995230233842,0.0044995230233842,0.0004605232784153,0.1023493548142741
0.5,0,4,50,50,10.0,0.1,tridiagonal,0.2,,,1.0,500,0.001,5000,1250,5000,1.1400869821232364,1.1390802978482222,0.9382971014492754,0.94208208959476,0.0044635120467861,0.0044635120467861,0.0004460344702858,0.0999290391984046
1.0,0,4,50,50,10.0,0.1,tridiagonal,0.2,,,1.0,500,0.001,5000,2500,5000,1.1375184020116642,1.1343126391266989,0.9382971014492754,0.935381205186696,0.0044633849135165,0.0044633849135165,0.0004464380787635,0.1000223120823765
2.0,0,4,50,50,10.0,0.1,tridiagonal,0.2,,,1.0,500,0.001,5000,5000,5000,1.1396870982221643,1.135975146232889,0.9382971014492754,0.9364845394341778,0.0044601077304763,0.0044601077304763,0.0004460732626863,0.100014010791323
3.0,0,4,50,50,10.0,0.1,tridiagonal,0.2,,,1.0,500,0.001,5000,7500,5000,1.1342284020498097,1.1336770585999756,0.9382971014492754,0.9369907658143732,0.0044620465759638,0.0044620465759638,0.0004470245288299,0.1001837433158972
5.0,0,4,50,50,10.0,0.1,tridiagonal,0.2,,,1.0,500,0.001,5000,12500,5000,1.1353033424132146,1.1392699412172431,0.9382971014492754,0.9374945137248272,0.0044598012169731,0.0044598012169731,0.0004456418517216,0.0999241513333935
0.5,0,6,50,50,10.0,0.1,tridiagonal,0.2,,,1.0,500,0.001,5000,1250,5000,1.0974613318131248,1.0931479660885737,0.9310364973015884,0.9323712598624788,0.0044487925898991,0.0044487925898991,0.0004416064209647,0.0992643311732171
1.0,0,6,50,50,10.0,0.1,tridiagonal,0.2,,,1.0,500,0.001,5000,2500,5000,1.09539370581852,1.090648830983847,0.9310364973015884,0.9304208606940422,0.0044460632117101,0.0044460632117101,0.0004408969023091,0.0991656846326138
2.0,0,6,50,50,10.0,0.1,tridiagonal,0.2,,,1.0,500,0.001,5000,5000,5000,1.090527175159447,1.0882790899936636,0.9310364973015884,0.9264067811593232,0.0044461549098033,0.0044461549098033,0.0004414748093178,0.0992936184801829
3.0,0,6,50,50,10.0,0.1,tridiagonal,0.2,,,1.0,500,0.001,5000,7500,5000,1.0921529827299945,1.0900339132622718,0.9310364973015884,0.929929682642654,0.0044458443138913,0.0044458443138913,0.0004409807981328,0.0991894378206211
5.0,0,6,50,50,10.0,0.1,tridiagonal,0.2,,,1.0,500,0.001,5000,12500,5000,1.0921440906800373,1.090228809177867,0.9310364973015884,0.9291519955213752,0.0044462922363504,0.0044462922363504,0.0004417675174713,0.0993563836986812
0.5,0,4,50,50,10.0,0.1,tridiagonal,0.5,,,1.0,500,0.001,5000,1250,5000,0.9682437050571928,0.9695813910108824,0.5208333333333334,0.522889729157922,0.0044927501817831,0.0044927501817831,0.0004553690960298,0.10135642481886
1.0,0,4,50,50,10.0,0.1,tridiagonal,0.5,,,1.0,500,0.001,5000,2500,5000,0.9704405627917853,0.9648117708277064,0.5208333333333334,0.5198185546926212,0.004494379869415,0.004494379869415,0.000456652446809,0.1016052180895228
2.0,0,4,50,50,10.0,0.1,tridiagonal,0.5,,,1.0,500,0.001,5000,5000,5000,0.9704748432204824,0.9652732187670856,0.5208333333333334,0.5203553308622908,0.0044877976960476,0.0044877976960476,0.0004560809858146,0.1016269040416696
3.0,0,4,50,50,10.0,0.1,tridiagonal,0.5,,,1.0,500,0.001,5000,7500,5000,0.9650614589800216,0.9625864480814272,0.5208333333333334,0.5187484564010704,0.0044909586132482,0.0044909586132482,0.0004576742862588,0.1019101545288652
5.0,0,4,50,50,10.0,0.1,tridiagonal,0.5,,,1.0,500,0.001,5000,12500,5000,0.9656363953147392,0.9696117609679455,0.5208333333333334,0.5204079413372245,0.004486538557661,0.004486538557661,0.0004555900258418,0.1015459958688798
0.5,0,6,50,50,10.0,0.1,tridiagonal,0.5,,,1.0,500,0.001,5000,1250,5000,0.988905597767812,0.9835797326848602,0.4083333333333334,0.4094852715378921,0.0044573664778599,0.0044573664778599,0.0004453081533523,0.0999038682514055
1.0,0,6,50,50,10.0,0.1,tridiagonal,0.5,,,1.0,500,0.001,5000,2500,5000,0.9848805025066868,0.9789358358063832,0.4083333333333334,0.4086135571557748,0.0044514653302366,0.0044514653302366,0.0004440112585686,0.0997449661244666
2.0,0,6,50,50,10.0,0.1,tridiagonal,0.5,,,1.0,500,0.001,5000,5000,5000,0.9799829215525596,0.9776644290868464,0.4083333333333334,0.4070527959532702,0.0044517688756916,0.0044517688756916,0.0004451086154624,0.0999846640495931
3.0,0,6,50,50,10.0,0.1,tridiagonal,0.5,,,1.0,500,0.001,5000,7500,5000,0.9813467202838912,0.9795013467971956,0.4083333333333334,0.4081886246491627,0.0044521716985882,0.0044521716985882,0.0004451654028357,0.0999883726355178
5.0,0,6,50,50,10.0,0.1,tridiagonal,0.5,,,1.0,500,0.001,5000,12500,5000,0.9827376263586284,0.9801411281664038,0.4083333333333334,0.4083752142397848,0.0044531425820877,0.0044531425820877,0.0004457100548692,0.1000888803026479
0.5,0,4,50,50,10.0,1.0,identity,,,,1.0,500,0.001,5000,1250,5000,1.2545571545885787,1.25191357815168,1.0,1.004254533038861,0.004419109784723,0.004419109784723,0.000428933594472,0.0970633488117661
1.0,0,4,50,50,10.0,1.0,identity,,,,1.0,500,0.001,5000,2500,5000,1.2492646094356463,1.247309983758515,1.0,0.9963076447657666,0.004419171153547,0.004419171153547,0.0004289331243216,0.097061894508735
2.0,0,4,50,50,10.0,1.0,identity,,,,1.0,500,0.001,5000,5000,5000,1.2525262766946268,1.2497279180523575,1.0,0.9972684929503474,0.0044189876702366,0.0044189876702366,0.0004288726538794,0.0970522404414166
3.0,0,4,50,50,10.0,1.0,identity,,,,1.0,500,0.001,5000,7500,5000,1.2471722286566835,1.2476430746750318,1.0,0.9985303675510312,0.0044190173334421,0.0044190173334421,0.0004289190406475,0.0970620860437875
5.0,0,4,50,50,10.0,1.0,identity,,,,1.0,500,0.001,5000,12500,5000,1.248355940135356,1.252319157025751,1.0,0.9988698818985596,0.0044189717093016,0.0044189717093016,0.0004288136844565,0.0970392463825743
0.5,0,6,50,50,10.0,1.0,identity,,,,1.0,500,0.001,5000,1250,5000,1.1697089264675335,1.1662119275710263,1.0,1.0015095991542753,0.0044184301041393,0.0044184301041393,0.0004287601957307,0.097039035500198
1.0,0,6,50,50,10.0,1.0,identity,,,,1.0,500,0.001,5000,2500,5000,1.168815672472912,1.1650202246849404,1.0,0.9989577489163668,0.0044183541555008,0.0044183541555008,0.0004287461691963,0.0970375289320329
2.0,0,6,50,50,10.0,1.0,identity,,,,1.0,500,0.001,5000,5000,5000,1.164475758754032,1.162200926945696,1.0,0.9946715873280612,0.0044183404215383,0.0044183404215383,0.00042874651739,0.0970379093697771
3.0,0,6,50,50,10.0,1.0,identity,,,,1.0,500,0.001,5000,7500,5000,1.1661919528159568,1.1637565302336357,1.0,0.9991905859282706,0.0044183007117676,0.0044183007117676,0.0004287374470516,0.0970367286024123
5.0,0,6,50,50,10.0,1.0,identity,,,,1.0,500,0.001,5000,12500,5000,1.1652159176463084,1.1640711631316427,1.0,0.9973804662927968,0.0044183033750015,0.0044183033750015,0.0004288153853436,0.0970543099801203
0.5,0,4,50,50,10.0,1.0,toeplitz,0.2,,,1.0,500,0.001,5000,1250,5000,1.1236240125550638,1.1226219277025171,0.9415384615384615,0.945308343755974,0.0044191202558628,0.0044191202558628,0.0004296248691413,0.0972195469384092
1.0,0,4,50,50,10.0,1.0,toeplitz,0.2,,,1.0,500,0.001,5000,2500,5000,1.1210965926582055,1.1178983642712257,0.9415384615384615,0.9386062792670185,0.0044192269982279,0.0044192269982279,0.0004296749241385,0.0972285253305373
2.0,0,4,50,50,10.0,1.0,toeplitz,0.2,,,1.0,500,0.001,5000,5000,5000,1.12320243515629,1.1196140774013672,0.9415384615384615,0.9397119810920324,0.004419072038638,0.004419072038638,0.0004296245283059,0.097220530588682
3.0,0,4,50,50,10.0,1.0,toeplitz,0.2,,,1.0,500,0.001,5000,7500,5000,1.117826223845187,1.117413446388645,0.9415384615384615,0.9401282476711708,0.0044191907073467,0.0044191907073467,0.0004296962790995,0.0972341561058277
5.0,0,4,50,50,10.0,1.0,toeplitz,0.2,,,1.0,500,0.001,5000,12500,5000,1.1188886169944798,1.122767378580949,0.9415384615384615,0.9408084020563688,0.0044190750452186,0.0044190750452186,0.0004295738636461,0.0972089994513474
0.5,0,6,50,50,10.0,1.0,toeplitz,0.2,,,1.0,500,0.001,5000,1250,5000,1.083485844350504,1.079075867635652,0.9353846153846154,0.9367410645929896,0.004418364024993,0.004418364024993,0.0004290336260751,0.0971023717485275
1.0,0,6,50,50,10.0,1.0,toeplitz,0.2,,,1.0,500,0.001,5000,2500,5000,1.0812432096141846,1.0768093441387487,0.9353846153846154,0.934791771592436,0.0044181622978964,0.0044181622978964,0.0004289693711347,0.0970922619431495
2.0,0,6,50,50,10.0,1.0,toeplitz,0.2,,,1.0,500,0.001,5000,5000,5000,1.0764542668696504,1.0744469638001086,0.9353846153846154,0.930700934654486,0.0044182386879665,0.0044182386879665,0.0004290154390286,0.0971010100013529
3.0,0,6,50,50,10.0,1.0,toeplitz,0.2,,,1.0,500,0.001,5000,7500,5000,1.078246890791278,1.0763202960378222,0.9353846153846154,0.934132262861936,0.004418186038783,0.004418186038783,0.0004289729149774,0.0970925423266242
5.0,0,6,50,50,10.0,1.0,toeplitz,0.2,,,1.0,500,0.001,5000,12500,5000,1.078302256179046,1.0763705141015203,0.9353846153846154,0.9335338891160404,0.0044181902860509,0.0044181902860509,0.0004290469631113,0.0971092088237923
0.5,0,4,50,50,10.0,1.0,toeplitz,0.5,,,1.0,500,0.001,5000,1250,5000,0.8519487702096711,0.8526054991428398,0.675,0.6773668761523542,0.0044205100616679,0.0044205100616679,0.0004313359549608,0.0975760599893625
1.0,0,4,50,50,10.0,1.0,toeplitz,0.5,,,1.0,500,0.001,5000,2500,5000,0.8531061523965189,0.8483562335322247,0.675,0.6734119966296875,0.0044206151246615,0.0044206151246615,0.000431405707564,0.0975895198741227
2.0,0,4,50,50,10.0,1.0,toeplitz,0.5,,,1.0,500,0.001,5000,5000,5000,0.8532625997164704,0.849224222101606,0.675,0.6741579487664282,0.0044204647711816,0.0044204647711816,0.000431380316855,0.0975870952908207
3.0,0,4,50,50,10.0,1.0,toeplitz,0.5,,,1.0,500,0.001,5000,7500,5000,0.8484647523176969,0.847274551895215,0.675,0.67302363444799,0.004420595469778,0.004420595469778,0.000431454460538,0.0976009823761798
5.0,0,4,50,50,10.0,1.0,toeplitz,0.5,,,1.0,500,0.001,5000,12500,5000,0.849155689641089,0.8524470506627706,0.675,0.6748520782576668,0.0044204369426248,0.0044204369426248,0.0004313311844999,0.0975765948249979
0.5,0,6,50,50,10.0,1.0,toeplitz,0.5,,,1.0,500,0.001,5000,1250,5000,0.8745327436685184,0.8688584601055751,0.65,0.6511502881237284,0.0044185667910057,0.0044185667910057,0.0004297083756768,0.0972506235622633
1.0,0,6,50,50,10.0,1.0,toeplitz,0.5,,,1.0,500,0.001,5000,2500,5000,0.8699497127625487,0.8662307049314826,0.65,0.6501232231742079,0.0044181681551288,0.0044181681551288,0.0004295664787917,0.097227281468019
2.0,0,6,50,50,10.0,1.0,toeplitz,0.5,,,1.0,500,0.001,5000,5000,5000,0.8654846757420103,0.8644924884940305,0.65,0.6470999483655112,0.0044183001863211,0.0044183001863211,0.0004296635837091,0.0972463539348044
3.0,0,6,50,50,10.0,1.0,toeplitz,0.5,,,1.0,500,0.001,5000,7500,5000,0.8676440765288074,0.8669477349667509,0.65,0.6485816468171962,0.004418295076416,0.004418295076416,0.0004296436938399,0.0972419646965861
5.0,0,6,50,50,10.0,1.0,toeplitz,0.5,,,1.0,500,0.001,5000,12500,5000,0.8693314950159873,0.8665725852864274,0.65,0.6496383140228913,0.0044182984830932,0.0044182984830932,0.0004296804932044,0.0972502185736432
0.5,0,4,50,50,10.0,1.0,toeplitz,0.8,,,1.0,500,0.001,5000,1250,5000,0.4639506359979353,0.4643118677883222,0.2897560975609755,0.2905873748521639,0.0044251385610292,0.0044251385610292,0.0004342441812652,0.0981312054473156
1.0,0,4,50,50,10.0,1.0,toeplitz,0.8,,,1.0,500,0.001,5000,2500,5000,0.4660953087515059,0.4618373141033913,0.2897560975609755,0.2891994571616683,0.0044249461910277,0.0044249461910277,0.0004342200855141,0.098130026167238
2.0,0,4,50,50,10.0,1.0,toeplitz,0.8,,,1.0,500,0.001,5000,5000,5000,0.4648630863556702,0.4620188583444218,0.2897560975609755,0.2893972499642421,0.0044249547817504,0.0044249547817504,0.0004342743678988,0.0981421029859784
3.0,0,4,50,50,10.0,1.0,toeplitz,0.8,,,1.0,500,0.001,5000,7500,5000,0.4619801689118834,0.4610585064795536,0.2897560975609755,0.288215164539261,0.0044249948751181,0.0044249948751181,0.000434332418975,0.0981543326563547
5.0,0,4,50,50,10.0,1.0,toeplitz,0.8,,,1.0,500,0.001,5000,12500,5000,0.4621979995391922,0.4642052272583775,0.2897560975609755,0.2898603934998214,0.0044248958224673,0.0044248958224673,0.0004342611070706,0.0981404138071865
0.5,0,6,50,50,10.0,1.0,toeplitz,0.8,,,1.0,500,0.001,5000,1250,5000,0.4874408033857358,0.4824119522980858,0.2663414634146341,0.2670365149389226,0.0044197110667021,0.0044197110667021,0.0004309803457383,0.0975132399457828
1.0,0,6,50,50,10.0,1.0,toeplitz,0.8,,,1.0,500,0.001,5000,2500,5000,0.482335926938901,0.4810558263641091,0.2663414634146341,0.2666618308565526,0.0044193965092223,0.0044193965092223,0.0004308875046524,0.0974991729647503
2.0,0,6,50,50,10.0,1.0,toeplitz,0.8,,,1.0,500,0.001,5000,5000,5000,0.4798285269812452,0.4798739309738539,0.2663414634146341,0.2653005744819174,0.0044194914501289,0.0044194914501289,0.0004309908952618,0.0975204726890637
3.0,0,6,50,50,10.0,1.0,toeplitz,0.8,,,1.0,500,0.001,5000,7500,5000,0.4816641447826657,0.4821841777644957,0.2663414634146341,0.2655666133749851,0.0044195529675929,0.0044195529675929,0.0004310189789781,0.0975254696886087
5.0,0,6,50,50,10.0,1.0,toeplitz,0.8,,,1.0,500,0.001,5000,12500,5000,0.4839063490699832,0.481398480035185,0.2663414634146341,0.2665778991212906,0.004419558062779,0.004419558062779,0.0004310312711637,0.097528138569739
0.5,0,4,50,50,10.0,1.0,tridiagonal,0.2,,,1.0,500,0.001,5000,1250,5000,1.1401236168835198,1.13911018856141,0.9382971014492754,0.94208208959476,0.0044190627543586,0.0044190627543586,0.0004295196798432,0.0971970084424736
1.0,0,4,50,50,10.0,1.0,tridiagonal,0.2,,,1.0,500,0.001,5000,2500,5000,1.1375520121512113,1.1343407058528483,0.9382971014492754,0.935381205186696,0.004419170383702,0.004419170383702,0.0004295753194264,0.0972072317036635
2.0,0,4,50,50,10.0,1.0,tridiagonal,0.2,,,1.0,500,0.001,5000,5000,5000,1.13971494085298,1.1360029746200004,0.9382971014492754,0.9364845394341778,0.004419023918473,0.004419023918473,0.0004295199123892,0.097197915266707
