n_train,num_eigs,min_eig,max_eig,mean_eig,median_eig,std_eig,trace,top_eigenvalue,R1,effective_rank
10,50,1.4824264467804848e-12,30.837083109572166,0.7334785168792767,0.0013894112754209945,4.32718726441041,36.673925843963836,30.837083109572166,0.8408448891120731,1.948877920637535
20,50,3.4991538558423356e-09,30.697226887685737,0.892713407906262,0.0005979177018473034,4.403277775958789,44.6356703953131,30.697226887685737,0.6877285949962803,2.838063087414436
30,50,2.887256378819991e-09,39.931383850445684,1.1137537961643154,0.00019498554439392155,5.730030411618994,55.687689808215765,39.931383850445684,0.7170594432623508,2.407060140829516
40,50,4.85884474351585e-10,35.42733748584034,1.237499489597487,0.0002377752313331253,5.240245602033081,61.874974479874346,35.42733748584034,0.5725632662258883,3.670390870379243
50,50,5.144435407327713e-13,34.56109357955035,0.8697775985951425,5.1118831222877524e-05,4.8777564352752325,43.488879929757125,34.56109357955035,0.7947110533859033,2.1093731226853527
60,50,7.887739132394293e-10,8.563236758554691,0.37321343495970666,1.579021426549757e-05,1.4593438074415892,18.660671747985333,8.563236758554691,0.45889220249958074,3.7237917288329023
70,50,1.1349572306254465e-11,6.82490180213447,0.2827294140170196,5.565975028430895e-07,1.140057351359633,14.136470700850982,6.82490180213447,0.4827868247004273,3.4998359919481907
80,50,9.118262121806313e-12,7.486213637011743,0.3149933604350894,1.3714732005758635e-06,1.287864736062079,15.749668021754472,7.486213637011743,0.47532517045256417,3.147283662771275
90,50,8.29349100998057e-13,4.947720593273275,0.23931583901121484,6.654622822746254e-07,0.8644103292356383,11.965791950560742,4.947720593273275,0.41348876979608645,4.339165191182889
100,50,1.0362961178392443e-13,7.619733347057144,0.20927303748857626,2.1309744736552997e-07,1.1007645571681939,10.463651874428813,7.619733347057144,0.728209753009686,2.2054779012589902
125,50,5.073242492713032e-13,3.7515959058049115,0.16814852580968548,8.465332858513648e-08,0.6383729179389795,8.407426290484274,3.7515959058049115,0.44622406146469074,3.7667401266796707
150,50,2.1571021508874817e-14,3.153541927727137,0.16095644798710207,7.977994337491564e-09,0.5956068086106425,8.047822399355104,3.153541927727137,0.3918503380467044,3.7031537139076596
175,50,1.9101249145506922e-14,3.7416720792255043,0.14529518490798324,1.6844549152989385e-08,0.6107402522892575,7.264759245399162,3.7416720792255043,0.5150441952491597,3.205681824528967
200,50,1.1351887754538175e-15,3.298429842669366,0.13660222865140917,1.702354484834424e-08,0.5697202852499719,6.830111432570458,3.298429842669366,0.48292474804148666,3.0061814653660344
250,50,7.973753911525602e-15,2.2896655441338707,0.11663038730502528,2.9613456647519512e-09,0.41532807150117157,5.831519365251264,2.2896655441338707,0.39263618976856735,4.075924791063411
300,50,7.691285990887238e-14,2.3175971506680844,0.10468717636099316,6.013675166111217e-09,0.4275901022411126,5.234358818049658,2.3175971506680844,0.44276619758590224,3.0386769245286667
400,50,1.0907123355877482e-14,2.1800054200401875,0.07948698737550498,1.5589037834989235e-10,0.3478965180413951,3.974349368775249,2.1800054200401875,0.5485188184932988,2.847240305508002
500,50,1.6402167439070667e-17,1.8058419758211963,0.06959485918260273,1.6324194393291892e-10,0.2879122979034227,3.4797429591301365,1.8058419758211963,0.5189584394683622,3.21679454541863
750,50,1.5577893026850052e-17,1.3476584701375722,0.06076007007534133,3.61772595248769e-11,0.24055955809349647,3.0380035037670665,1.3476584701375722,0.44360003813902826,3.461678521894764
1000,50,-3.829592355941231e-17,0.8756198478701688,0.0335036576485294,3.59976685697285e-13,0.1643064643598362,1.67518288242647,0.8756198478701688,0.5227010477816311,1.9983987874083888
1250,50,-3.675466327960045e-17,0.9654876840954726,0.03916719766512965,5.505363954559411e-15,0.15791947457376024,1.9583598832564824,0.9654876840954726,0.4930083037087135,3.318640939797855
1500,50,-3.734098132175988e-18,1.3439443461022418,0.04521661679177612,8.825683541717988e-12,0.20488138529961075,2.260830839588806,1.3439443461022418,0.5944471043869319,2.777474646915804
1750,50,-2.923942986293296e-18,1.2079334379439475,0.030890643750251048,3.738878582058466e-13,0.17282582641383307,1.5445321875125524,1.2079334379439475,0.782070744598277,1.8630922991818544
2000,50,7.903030680214998e-17,1.0381448609074109,0.032380218267224724,1.0071154299426944e-11,0.1561016678569096,1.6190109133612363,1.0381448609074109,0.6412216572105208,2.4085339587377916
2500,50,-2.640929822344501e-17,1.0999186736038733,0.02864629583484446,2.021421577049278e-14,0.15739306613592852,1.432314791742223,1.0999186736038733,0.7679308207562155,1.9552421078766713
5000,50,6.49202779625513e-18,0.6040311908832712,0.016813616214108103,8.379852991637209e-12,0.0900924801085759,0.8406808107054051,0.6040311908832712,0.7185024127961668,1.8367639664377193
