run_name,experiment_number,alpha,seed,n_train,n_population,train_loss,population_risk,bayes_population_risk,empirical_bayes_risk,generalization_gap,excess_population_risk,runtime_seconds,runtime_per_step_seconds,initial_objective,final_objective,best_objective,objective_reduction,initial_train_loss_history,final_train_loss_history,best_train_loss_history,train_loss_reduction,weight_norm,trace_s,top_eigenvalue,min_eigenvalue,R1
experiment_1_20260313-020111,1,0.5,0,1250,5000,0.8429934997714081,0.8493735803622554,0.66,0.6596827905453209,0.00638008059084727,0.18937358036225538,164.72975329199107,0.016472975329199106,0.8728540760678669,0.8474993806317019,0.8474993806317019,0.025354695436164976,0.8650925037818302,0.8429934997714081,0.8429932931267201,0.022099004010422085,0.9011761719719966,0.901176171971997,0.22110431611188536,-3.582503045289101e-17,0.24535082372190814
experiment_2_20260313-020356,2,1.0,0,2500,5000,0.8411866497615929,0.8446029354965086,0.66,0.6587840184498182,0.0034162857349157028,0.18460293549650852,203.0360830000136,0.02030360830000136,0.864768720421233,0.8447594025380263,0.8447594022366371,0.0200093178832067,0.8571567790475094,0.8411866497615929,0.8411862170894768,0.015970129285916568,0.7145505813653528,0.7145505813653527,0.13618902632184043,4.057765544366694e-17,0.19059396195803582
experiment_3_20260313-020743,3,2.0,0,5000,5000,0.8469427204958476,0.846065022634337,0.66,0.6601247920553202,-0.0008776978615105957,0.186065022634337,308.9753479579813,0.03089753479579813,0.8697311070214819,0.8502219565929189,0.8502219283573393,0.01950915042856305,0.8620786201624804,0.8469427204958476,0.8469423346982563,0.015135899666632757,0.6558473497138686,0.6558473497138687,0.12539325440064658,3.167339008319882e-16,0.191192743944689
experiment_4_20260313-021252,4,3.0,0,7500,5000,0.8471366975107719,0.8409052272941326,0.66,0.6562527752992612,-0.006231470216639279,0.1809052272941326,597.5296551249921,0.059752965512499215,0.870141524079588,0.8503774379813436,0.8503774276135518,0.019764086098244427,0.8623843734169289,0.8471366975107719,0.8471365067569379,0.015247675906156943,0.6481477261286014,0.6481477261286015,0.1179855465193805,4.3224583820900546e-18,0.18203496172718273
experiment_5_20260313-030116,5,5.0,0,12500,5000,0.847251539521147,0.8455053304948451,0.66,0.657599225794865,-0.0017462090263018482,0.18550533049484508,1243.0575831250171,0.12430575831250171,0.8691065879752568,0.8503043364163109,0.8503042427830207,0.01880225155894588,0.8614203155963149,0.847251539521147,0.8472514001580714,0.014168776075167977,0.61055828618112,0.6105582861811198,0.0902044124927822,1.9844515306048916e-16,0.14774087017471643
