run_name,experiment_number,alpha,seed,n_train,n_population,train_loss,population_risk,bayes_population_risk,empirical_bayes_risk,weight_norm,trace_s,top_eigenvalue,R1
experiment_1_20260308-053739,1,0.5,0,1250,5000,0.9889341756885603,0.9836042194274389,0.4083333333333334,0.4094852715378921,0.004416361212213229,0.004416361212213229,0.00042861932381230817,0.09705259674570604
experiment_2_20260308-053749,2,1.0,0,2500,5000,0.9849090495893256,0.9789602336503219,0.4083333333333334,0.4086135571557748,0.004416072576864567,0.0044160725768645675,0.0004286162043142559,0.09705823372553707
experiment_3_20260308-053805,3,2.0,0,5000,5000,0.9800084448600043,0.9776897920857176,0.4083333333333334,0.40705279595327026,0.00441626139180255,0.004416261391802549,0.00042865862925031223,0.09706369057909187
experiment_4_20260308-053835,4,3.0,0,7500,5000,0.9813682481098966,0.979526183734385,0.4083333333333334,0.4081886246491627,0.004416291586655171,0.004416291586655169,0.0004286826652063938,0.09706846950544572
experiment_5_20260308-053924,5,5.0,0,12500,5000,0.9827596258635378,0.9801655919985809,0.4083333333333334,0.4083752142397848,0.004416333874619146,0.004416333874619146,0.0004287642471218133,0.09708601280938908
